48214,"1,350",558,41.3,96,17.2,49001,"1,907",529,27.7,36,6.8,49093,"1,238",342,27.6,17,5.0
48204,"2,542",800,31.5,119,14.9,48221,"2,723",942,34.6,63,6.7,49444,"2,502",545,21.8,27,5.0
49507,"4,965","1,328",26.7,188,14.2,49419,570,90,15.8,6,6.7,49017,"1,446",306,21.2,15,4.9
48202,734,382,52.0,53,13.9,49431,"1,122",272,24.2,18,6.6,49015,"1,972",432,21.9,21,4.9
48206,"1,717",592,34.5,82,13.9,48224,"4,186","1,380",33.0,91,6.6,48813,"1,433",165,11.5,8,4.8
49256,274,54,19.7,7,13.0,49454,397,91,22.9,6,6.6,48809,722,191,26.5,9,4.7
49221,"3,274",517,15.8,67,13.0,48205,"3,302","1,402",42.5,92,6.6,48341,"1,251",320,25.6,15,4.7
48215,"1,107",370,33.4,47,12.7,49829,"1,098",231,21.0,15,6.5,49057,631,128,20.3,6,4.7
48213,"2,310",716,31.0,90,12.6,48060,"3,266","1,290",39.5,83,6.4,49202,"1,837",543,29.6,25,4.6
48203,"1,814",703,38.8,87,12.4,49010,"1,474",266,18.0,17,6.4,48218,729,241,33.1,11,4.6
49504,"3,721",779,20.9,96,12.3,49107,468,95,20.3,6,6.3,49534,"1,562",179,11.5,8,4.5
49503,"2,872",794,27.6,95,12.0,49058,"1,248",148,11.9,9,6.1,48084,"1,067",183,17.2,8,4.4
48238,"2,527","1,025",40.6,120,11.7,48335,"1,532",470,30.7,28,6.0,48912,"1,400",369,26.4,16,4.3
48211,560,241,43.0,26,10.8,49014,"1,419",295,20.8,17,5.8,48234,"2,554","1,022",40.0,44,4.3
49506,"2,447",434,17.7,44,10.1,49858,695,139,20.0,8,5.8,48846,"1,376",279,20.3,12,4.3
49007,768,245,31.9,22,9.0,48216,286,123,43.0,7,5.7,48043,751,192,25.6,8,4.2
49247,470,105,22.3,9,8.6,48503,"2,295",637,27.8,36,5.7,48228,"5,338","1,868",35.0,77,4.1
48210,"4,292","1,517",35.3,128,8.4,48227,"3,415","1,313",38.4,74,5.6,48201,787,346,44.0,14,4.0
49224,"1,369",133,9.7,11,8.3,48906,"2,678",659,24.6,37,5.6,49408,707,150,21.2,6,4.0
48708,"2,189",458,20.9,36,7.9,48872,581,107,18.4,6,5.6,48504,"2,711",701,25.9,28,4.0
48207,"1,592",531,33.4,39,7.3,48230,"1,153",180,15.6,10,5.6,49091,"1,891",277,14.6,11,4.0
48212,"4,056","1,405",34.6,103,7.3,49201,"2,660",780,29.3,43,5.5,49047,"1,281",202,15.8,8,4.0
49203,"3,339",956,28.6,70,7.3,48750,393,110,28.0,6,5.5,49855,"1,840",152,8.3,6,3.9
49505,"2,809",565,20.1,41,7.3,49120,"2,771",445,16.1,24,5.4,49441,"2,425",536,22.1,21,3.9
48208,831,308,37.1,22,7.1,48235,"3,234","1,303",40.3,70,5.4,49660,828,179,21.6,7,3.9
49913,580,142,24.5,10,7.0,48867,"2,014",710,35.3,38,5.4,48326,"1,589",236,14.9,9,3.8
48209,"3,705","1,446",39.0,100,6.9,48602,"2,543",684,26.9,35,5.1,48229,895,241,26.9,9,3.7
49442,"3,822",811,21.2,56,6.9,48217,373,180,48.3,9,5.0,48601,"3,085","1,105",35.8,41,3.7
49423,"4,123",655,15.9,24,3.7,48430,"2,641",351,13.3,9,2.6,48198,"3,545",647,18.3,8,1.2
49548,"2,928",701,23.9,25,3.6,49508,"3,669",814,22.2,20,2.5,48180,"5,363","1,458",27.2,17,1.2
49242,827,283,34.2,10,3.5,48030,"1,309",285,21.8,7,2.5,48185,"3,554",741,20.8,8,1.1
49420,616,170,27.6,6,3.5,49036,"1,524",332,21.8,8,2.4,48174,"2,435",638,26.2,6,0.9
49319,"1,688",200,11.8,7,3.5,48220,"1,671",298,17.8,7,2.3,48066,"3,554",658,18.5,6,0.9
49022,"3,166",611,19.3,21,3.4,49424,"3,534",697,19.7,16,2.3,48340,"2,603",753,28.9,6,0.8
49048,"2,157",524,24.3,18,3.4,49009,"2,840",445,15.7,10,2.2,48001,594,143,24.1,**,**
49509,"2,638",685,26.0,23,3.4,48021,"2,121",545,25.7,12,2.2,48003,444,54,12.2,**,**
48706,"2,474",537,21.7,18,3.4,48911,"3,760","1,152",30.6,25,2.2,48006,183,43,23.5,**,**
48074,828,181,21.9,6,3.3,48236,"1,905",286,15.0,6,2.1,48009,"1,776",311,17.5,**,**
48915,892,248,27.8,8,3.2,48336,"1,733",361,20.8,7,1.9,48014,377,74,19.6,**,**
49341,"2,874",220,7.7,7,3.2,48458,"1,706",361,21.2,7,1.9,48015,438,137,31.3,**,**
48223,"1,933",736,38.1,23,3.1,48423,"1,968",368,18.7,7,1.9,48023,207,49,23.7,**,**
48375,"1,293",288,22.3,9,3.1,48917,"1,567",370,23.6,7,1.9,48025,790,144,18.2,**,**
48506,"2,426",600,24.7,18,3.0,49684,"3,194",581,18.2,10,1.7,48026,885,165,18.6,**,**
49519,"2,467",474,19.2,14,3.0,48126,"5,466","1,446",26.5,24,1.7,48032,171,32,18.7,**,**
49321,"1,375",271,19.7,8,3.0,48089,"2,548",687,27.0,11,1.6,48033,931,317,34.0,**,**
48219,"3,765","1,336",35.5,39,2.9,48091,"2,604",641,24.6,10,1.6,48034,"1,082",258,23.8,**,**
48910,"2,900",841,29.0,24,2.9,48146,"3,273","1,028",31.4,16,1.6,48036,"1,481",286,19.3,**,**
48342,"1,840",566,30.8,16,2.8,48507,"2,915",836,28.7,13,1.6,48038,"2,458",409,16.6,**,**
48529,829,213,25.7,6,2.8,48141,"2,601",708,27.2,11,1.6,48039,475,94,19.8,**,**
49686,"1,794",497,27.7,14,2.8,48197,"5,012",794,15.8,12,1.5,48040,645,108,16.7,**,**
49037,"2,049",478,23.3,13,2.7,48071,"2,132",492,23.1,7,1.4,48041,254,36,14.2,**,**
48603,"1,458",370,25.4,10,2.7,48127,"3,330",730,21.9,10,1.4,48042,"2,100",243,11.6,**,**
48505,"1,776",596,33.6,16,2.7,48237,"2,259",588,26.0,8,1.4,48044,"4,808",519,10.8,**,**
49004,"1,403",225,16.0,6,2.7,48035,"2,760",442,16.0,6,1.4,48047,"2,840",383,13.5,**,**
48446,"1,814",308,17.0,8,2.6,48183,"2,663",524,19.7,7,1.3,48048,689,108,15.7,**,**
48188,"3,597",426,11.8,11,2.6,48239,"3,000",646,21.5,8,1.2,48051,"1,412",183,13.0,**,**
48059,966,192,19.9,**,**,48120,722,339,47.0,**,**,48191,374,34,9.1,**,**
48062,656,114,17.4,**,**,48122,938,328,35.0,**,**,48192,"1,441",357,24.8,**,**
48063,221,45,20.4,**,**,48124,"2,120",381,18.0,**,**,48193,"1,227",238,19.4,**,**
48065,561,87,15.5,**,**,48125,"1,713",365,21.3,**,**,48195,"1,568",459,29.3,**,**
48067,"1,421",296,20.8,**,**,48128,"1,037",165,15.9,**,**,48225,970,243,25.1,**,**
48072,"1,184",205,17.3,**,**,48130,"1,149",55,4.8,**,**,48226,93,37,39.8,**,**
48073,"2,047",417,20.4,**,**,48134,"1,505",315,20.9,**,**,48240,"1,322",349,26.4,**,**
48075,"1,330",430,32.3,**,**,48135,"2,001",345,17.2,**,**,48302,611,121,19.8,**,**
48076,"1,439",399,27.7,**,**,48144,626,54,8.6,**,**,48306,"1,844",117,6.3,**,**
48079,611,130,21.3,**,**,48145,237,21,8.9,**,**,48307,"3,399",311,9.1,**,**
48080,"1,366",241,17.6,**,**,48150,"1,867",293,15.7,**,**,48309,"1,684",148,8.8,**,**
48081,979,177,18.1,**,**,48152,"1,750",308,17.6,**,**,48310,"2,759",740,26.8,**,**
48082,"1,083",116,10.7,**,**,48154,"1,896",298,15.7,**,**,48312,"1,899",435,22.9,**,**
48083,"1,743",271,15.5,**,**,48158,405,46,11.4,**,**,48314,"1,308",229,17.5,**,**
48085,"1,383",206,14.9,**,**,48159,180,28,15.6,**,**,48315,"1,297",184,14.2,**,**
48088,"1,455",260,17.9,**,**,48160,617,88,14.3,**,**,48316,"1,664",200,12.0,**,**
48092,"1,637",431,26.3,**,**,48161,"1,876",304,16.2,**,**,48317,"1,873",379,20.2,**,**
48093,"1,509",335,22.2,**,**,48162,"2,197",292,13.3,**,**,48320,307,57,18.6,**,**
48094,"1,228",150,12.2,**,**,48165,417,107,25.7,**,**,48322,"1,750",287,16.4,**,**
48097,312,90,28.8,**,**,48166,"1,125",154,13.7,**,**,48324,980,152,15.5,**,**
48101,"1,576",362,23.0,**,**,48167,"1,311",211,16.1,**,**,48328,"1,999",315,15.8,**,**
48103,"3,312",370,11.2,**,**,48168,"1,364",129,9.5,**,**,48329,"1,234",237,19.2,**,**
48104,"1,271",138,10.9,**,**,48170,"2,461",179,7.3,**,**,48334,910,227,24.9,**,**
48105,"2,214",161,7.3,**,**,48173,818,141,17.2,**,**,48346,"1,440",191,13.3,**,**
48108,"1,730",267,15.4,**,**,48178,"2,292",266,11.6,**,**,48350,512,63,12.3,**,**
48111,"3,078",559,18.2,**,**,48182,"1,588",194,12.2,**,**,48353,491,36,7.3,**,**
48116,"1,578",115,7.3,**,**,48186,"2,305",525,22.8,**,**,48359,667,121,18.1,**,**
48118,797,88,11.0,**,**,48187,"3,333",436,13.1,**,**,48362,"1,205",126,10.5,**,**
48367,220,22,10.0,**,**,48454,94,12,12.8,**,**,48655,396,74,18.7,**,**
