48059,19.4,976,219,22.4,214,4,1,0,0,0,5,0,2.3,0.0
48060,44.7,"3,627",1167,32.2,"1,086",72,6,3,0,0,81,3,6.9,0.3
48062,28.7,654,85,13.0,85,0,0,0,0,0,0,0,0.0,0.0
48063,12.3,258,40,15.5,40,0,0,0,0,0,0,0,0.0,0.0
48064,25.1,256,49,19.1,49,0,0,0,0,0,0,0,0.0,0.0
48065,25.4,661,82,12.4,79,2,1,0,0,0,3,0,3.7,0.0
48066,16.0,"3,565",670,18.8,656,13,0,0,1,0,14,1,2.1,0.1
48067,53.6,"1,647",212,12.9,210,2,0,0,0,0,2,0,0.9,0.0
48069,79.6,179,19,10.6,19,0,0,0,0,0,0,0,0.0,0.0
48070,55.2,512,51,10.0,51,0,0,0,0,0,0,0,0.0,0.0
48071,11.6,"2,166",472,21.8,463,8,1,0,0,0,9,0,1.9,0.0
48072,55.2,"1,147",131,11.4,131,0,0,0,0,0,0,0,0.0,0.0
48073,24.7,"2,178",350,16.1,343,7,0,0,0,0,7,0,2.0,0.0
48074,23.4,688,159,23.1,150,9,0,0,0,0,9,0,5.7,0.0
48075,12.8,"1,302",484,37.2,472,9,1,2,0,0,12,2,2.5,0.4
48076,9.4,"1,390",435,31.3,428,6,0,1,0,0,7,1,1.6,0.2
48079,26.0,756,99,13.1,96,2,1,0,0,0,3,0,3.0,0.0
48080,19.2,"1,365",215,15.8,212,2,0,1,0,0,3,1,1.4,0.5
48081,15.0,"1,123",163,14.5,161,2,0,0,0,0,2,0,1.2,0.0
48082,10.2,"1,038",147,14.2,144,3,0,0,0,0,3,0,2.0,0.0
48083,7.5,"1,706",233,13.7,228,5,0,0,0,0,5,0,2.1,0.0
48084,3.0,"1,055",129,12.2,128,0,0,1,0,0,1,1,0.8,0.8
48085,*,"1,489",150,10.1,150,0,0,0,0,0,0,0,0.0,0.0
48088,*,"1,359",251,18.5,244,6,0,1,0,0,7,1,2.8,0.4
48089,23.9,"2,861",690,24.1,677,9,0,3,0,1,13,4,1.9,0.6
48091,19.1,"2,642",689,26.1,674,13,0,2,0,0,15,2,2.2,0.3
48092,8.7,"1,645",373,22.7,370,3,0,0,0,0,3,0,0.8,0.0
48093,3.4,"1,363",260,19.1,258,2,0,0,0,0,2,0,0.8,0.0
48094,5.6,"1,386",156,11.3,155,0,0,1,0,0,1,1,0.6,0.6
48095,8.9,263,33,12.5,33,0,0,0,0,0,0,0,0.0,0.0
48096,19.6,193,25,13.0,25,0,0,0,0,0,0,0,0.0,0.0
48097,41.2,385,85,22.1,82,2,1,0,0,0,3,0,3.5,0.0
48098,4.4,919,114,12.4,113,1,0,0,0,0,1,0,0.9,0.0
48101,25.6,"1,725",336,19.5,334,2,0,0,0,0,2,0,0.6,0.0
48103,21.9,"3,584",339,9.5,334,5,0,0,0,0,5,0,1.5,0.0
48104,36.7,"1,281",27,2.1,27,0,0,0,0,0,0,0,0.0,0.0
48105,7.3,"2,014",157,7.8,156,1,0,0,0,0,1,0,0.6,0.0
48108,5.0,"2,009",350,17.4,346,3,0,1,0,0,4,1,1.1,0.3
48111,11.1,"3,276",650,19.8,640,8,2,0,0,0,10,0,1.5,0.0
48114,5.0,"1,142",87,7.6,87,0,0,0,0,0,0,0,0.0,0.0
48116,11.8,"1,640",112,6.8,111,1,0,0,0,0,1,0,0.9,0.0
48117,21.4,610,102,16.7,98,4,0,0,0,0,4,0,3.9,0.0
48118,27.7,729,45,6.2,43,2,0,0,0,0,2,0,4.4,0.0
48120,34.3,986,290,29.4,284,6,0,0,0,0,6,0,2.1,0.0
48122,39.7,875,268,30.6,261,7,0,0,0,0,7,0,2.6,0.0
48124,46.1,"2,197",343,15.6,340,3,0,0,0,0,3,0,0.9,0.0
48125,26.7,"1,596",410,25.7,404,5,0,0,1,0,6,1,1.5,0.2
48126,54.1,"5,545",1683,30.4,"1,644",28,2,5,4,0,39,9,2.3,0.5
48127,12.1,"2,999",814,27.1,804,10,0,0,0,0,10,0,1.2,0.0
48128,53.0,822,152,18.5,148,4,0,0,0,0,4,0,2.6,0.0
48130,20.9,"1,138",38,3.3,38,0,0,0,0,0,0,0,0.0,0.0
48131,35.7,524,76,14.5,75,1,0,0,0,0,1,0,1.3,0.0
48133,26.5,372,70,18.8,65,5,0,0,0,0,5,0,7.1,0.0
48134,13.1,"1,773",310,17.5,306,4,0,0,0,0,4,0,1.3,0.0
48135,17.6,"1,813",380,21.0,380,0,0,0,0,0,0,0,0.0,0.0
48137,24.9,299,28,9.4,28,0,0,0,0,0,0,0,0.0,0.0
48138,19.1,421,67,15.9,67,0,0,0,0,0,0,0,0.0,0.0
48139,31.0,7,1,14.3,1,0,0,0,0,0,0,0,0.0,0.0
48140,36.2,174,27,15.5,27,0,0,0,0,0,0,0,0.0,0.0
48141,19.0,"2,226",827,37.2,810,16,0,1,0,0,17,1,2.1,0.1
48143,21.7,3,7,233.3,7,0,0,0,0,0,0,0,0.0,0.0
48144,12.4,562,83,14.8,82,1,0,0,0,0,1,0,1.2,0.0
48145,33.6,209,49,23.4,49,0,0,0,0,0,0,0,0.0,0.0
48146,35.2,"3,089",946,30.6,928,15,2,1,0,0,18,1,1.9,0.1
48150,13.8,"1,770",321,18.1,317,4,0,0,0,0,4,0,1.2,0.0
48152,9.3,"1,686",290,17.2,287,2,1,0,0,0,3,0,1.0,0.0
48154,7.0,"1,865",305,16.4,303,2,0,0,0,0,2,0,0.7,0.0
48157,45.8,109,14,12.8,13,1,0,0,0,0,1,0,7.1,0.0
48158,36.1,401,23,5.7,22,1,0,0,0,0,1,0,4.3,0.0
48159,48.2,189,24,12.7,24,0,0,0,0,0,0,0,0.0,0.0
48160,32.2,911,84,9.2,82,2,0,0,0,0,2,0,2.4,0.0
48161,38.7,"2,040",366,17.9,352,14,0,0,0,0,14,0,3.8,0.0
48162,28.5,"2,211",402,18.2,396,5,1,0,0,0,6,0,1.5,0.0
48164,26.3,545,85,15.6,83,1,1,0,0,0,2,0,2.4,0.0
48165,6.1,520,86,16.5,86,0,0,0,0,0,0,0,0.0,0.0
48166,21.0,968,178,18.4,176,2,0,0,0,0,2,0,1.1,0.0
48167,8.9,"1,240",166,13.4,161,4,1,0,0,0,5,0,3.0,0.0
48168,*,"1,566",172,11.0,170,1,0,1,0,0,2,1,1.2,0.6
48169,15.4,"1,258",103,8.2,102,1,0,0,0,0,1,0,1.0,0.0
48170,15.7,"2,512",231,9.2,225,4,1,1,0,0,6,1,2.6,0.4
48173,18.2,913,142,15.6,142,0,0,0,0,0,0,0,0.0,0.0
48174,15.8,"2,538",674,26.6,665,7,1,1,0,0,9,1,1.3,0.1
48176,12.2,"1,298",97,7.5,95,2,0,0,0,0,2,0,2.1,0.0
48178,7.9,"2,225",297,13.3,294,3,0,0,0,0,3,0,1.0,0.0
48179,32.7,191,26,13.6,26,0,0,0,0,0,0,0,0.0,0.0
48180,13.8,"5,287",1484,28.1,"1,457",23,0,4,0,0,27,4,1.8,0.3
48182,17.3,"1,358",160,11.8,154,4,2,0,0,0,6,0,3.8,0.0
48183,9.3,"2,717",469,17.3,455,14,0,0,0,0,14,0,3.0,0.0
48184,30.4,"1,249",307,24.6,304,2,1,0,0,0,3,0,1.0,0.0
48185,4.7,"3,395",892,26.3,879,11,0,2,0,0,13,2,1.5,0.2
48186,17.9,"2,943",664,22.6,648,15,1,0,0,0,16,0,2.4,0.0
48187,2.0,"3,703",501,13.5,494,4,2,1,0,0,7,1,1.4,0.2
48188,2.6,"3,692",485,13.1,476,9,0,0,0,0,9,0,1.9,0.0
48189,15.7,966,87,9.0,87,0,0,0,0,0,0,0,0.0,0.0
48190,70.3,5,12,240.0,12,0,0,0,0,0,0,0,0.0,0.0
48191,30.7,290,26,9.0,26,0,0,0,0,0,0,0,0.0,0.0
48192,37.1,"1,683",356,21.2,346,9,1,0,0,0,10,0,2.8,0.0
48193,*,943,229,24.3,222,7,0,0,0,0,7,0,3.1,0.0
48195,14.7,"1,789",436,24.4,421,13,1,1,0,0,15,1,3.4,0.2
48197,17.0,"5,049",779,15.4,768,10,0,0,1,0,11,1,1.4,0.1
48198,14.0,"3,614",705,19.5,686,17,1,1,0,0,19,1,2.7,0.1
48201,51.0,666,363,54.5,357,5,0,0,0,1,6,1,1.7,0.3
48202,68.5,955,424,44.4,368,41,1,10,3,1,56,14,13.2,3.3
48203,61.4,"2,195",864,39.4,762,75,4,19,4,0,102,23,11.8,2.7
48204,67.2,"2,271",891,39.2,770,89,4,20,7,1,121,28,13.6,3.1
48205,48.2,"4,233",1686,39.8,"1,546",113,1,20,6,0,140,26,8.3,1.5
48206,78.1,"1,665",701,42.1,555,106,7,26,6,1,146,33,20.8,4.7
48207,34.7,"1,326",591,44.6,543,40,1,6,1,0,48,7,8.1,1.2
48208,64.7,854,311,36.4,278,28,1,3,1,0,33,4,10.6,1.3
48209,76.0,"4,220",1756,41.6,"1,617",119,3,15,2,0,139,17,7.9,1.0
48210,68.1,"3,933",1727,43.9,"1,571",125,1,25,5,0,156,30,9.0,1.7
48211,72.1,694,258,37.2,231,25,0,2,0,0,27,2,10.5,0.8
48212,70.6,"4,007",1632,40.7,"1,498",111,8,12,3,0,134,15,8.2,0.9
48213,62.5,"2,368",926,39.1,802,94,4,25,0,1,124,26,13.4,2.8
48214,71.0,"1,516",650,42.9,538,84,1,22,5,0,112,27,17.2,4.2
48215,55.5,"1,083",454,41.9,391,51,1,8,2,1,63,11,13.9,2.4
48216,71.5,506,178,35.2,163,12,2,1,0,0,15,1,8.4,0.6
48217,56.1,643,214,33.3,208,5,0,1,0,0,6,1,2.8,0.5
48218,62.1,752,299,39.8,290,8,0,1,0,0,9,1,3.0,0.3
48219,34.4,"3,543",1693,47.8,"1,623",55,4,10,1,0,70,11,4.1,0.6
48220,59.7,"1,469",289,19.7,279,8,1,1,0,0,10,1,3.5,0.3
48221,63.5,"2,476",1123,45.4,"1,075",41,3,4,0,0,48,4,4.3,0.4
48223,39.5,"2,141",826,38.6,801,22,0,1,2,0,25,3,3.0,0.4
48224,57.9,"4,024",1596,39.7,"1,472",93,3,19,9,0,124,28,7.8,1.8
48225,29.5,"1,086",318,29.3,310,7,0,1,0,0,8,1,2.5,0.3
48226,49.4,113,37,32.7,36,1,0,0,0,0,1,0,2.7,0.0
48227,53.5,"3,524",1591,45.1,"1,484",82,3,18,4,0,107,22,6.7,1.4
48228,39.5,"5,037",2074,41.2,"1,985",73,6,7,3,0,89,10,4.3,0.5
48229,47.3,831,322,38.7,308,12,0,1,1,0,14,2,4.3,0.6
48230,71.4,977,169,17.3,162,7,0,0,0,0,7,0,4.1,0.0
48234,47.2,"3,005",1266,42.1,"1,191",68,1,6,0,0,75,6,5.9,0.5
48235,44.9,"3,103",1358,43.8,"1,298",47,3,9,1,0,60,10,4.4,0.7
48236,43.3,"1,836",275,15.0,271,3,1,0,0,0,4,0,1.5,0.0
48237,16.0,"2,214",671,30.3,661,9,0,1,0,0,10,1,1.5,0.1
48238,71.7,"2,584",1154,44.7,"1,042",89,8,12,2,1,112,15,9.7,1.3
48239,23.1,"2,707",719,26.6,701,17,0,1,0,0,18,1,2.5,0.1
48240,29.4,"1,345",398,29.6,389,6,3,0,0,0,9,0,2.3,0.0
48301,7.3,773,88,11.4,88,0,0,0,0,0,0,0,0.0,0.0
48302,5.5,703,84,11.9,84,0,0,0,0,0,0,0,0.0,0.0
48304,6.0,714,80,11.2,77,1,0,2,0,0,3,2,3.8,2.5
48306,3.9,"1,671",120,7.2,119,1,0,0,0,0,1,0,0.8,0.0
48307,10.9,"3,184",277,8.7,270,6,0,1,0,0,7,1,2.5,0.4
48309,5.4,"1,728",163,9.4,161,1,0,0,0,1,2,1,1.2,0.6
48310,2.1,"3,062",695,22.7,682,11,1,1,0,0,13,1,1.9,0.1
48312,1.9,"2,125",395,18.6,383,9,2,1,0,0,12,1,3.0,0.3
48313,1.8,"2,168",369,17.0,366,3,0,0,0,0,3,0,0.8,0.0
48314,4.2,"1,250",215,17.2,213,2,0,0,0,0,2,0,0.9,0.0
48315,1.8,"1,400",167,11.9,167,0,0,0,0,0,0,0,0.0,0.0
48316,2.7,"1,578",186,11.8,184,1,1,0,0,0,2,0,1.1,0.0
48317,8.4,"2,167",378,17.4,371,7,0,0,0,0,7,0,1.9,0.0
48320,41.4,382,53,13.9,51,2,0,0,0,0,2,0,3.8,0.0
48322,0.9,"1,837",252,13.7,248,3,0,1,0,0,4,1,1.6,0.4
48323,6.6,932,149,16.0,148,1,0,0,0,0,1,0,0.7,0.0
48324,12.6,"1,121",125,11.2,124,1,0,0,0,0,1,0,0.8,0.0
48326,10.6,"1,623",269,16.6,264,4,0,0,1,0,5,1,1.9,0.4
48327,11.0,"1,699",277,16.3,274,3,0,0,0,0,3,0,1.1,0.0
48328,22.0,"2,051",326,15.9,324,2,0,0,0,0,2,0,0.6,0.0
48329,19.4,"1,737",225,13.0,224,1,0,0,0,0,1,0,0.4,0.0
48331,1.2,"1,188",173,14.6,167,6,0,0,0,0,6,0,3.5,0.0
48334,3.9,"1,064",194,18.2,192,2,0,0,0,0,2,0,1.0,0.0
48335,4.0,"1,628",423,26.0,408,12,1,1,1,0,15,2,3.5,0.5
48336,15.7,"1,720",387,22.5,379,8,0,0,0,0,8,0,2.1,0.0
48340,21.4,"2,845",738,25.9,721,14,2,1,0,0,17,1,2.3,0.1
48341,46.4,"1,267",306,24.2,296,8,0,2,0,0,10,2,3.3,0.7
48342,42.3,"1,854",606,32.7,588,15,1,2,0,0,18,2,3.0,0.3
48346,8.4,"1,505",227,15.1,227,0,0,0,0,0,0,0,0.0,0.0
48348,5.8,"1,560",225,14.4,224,1,0,0,0,0,1,0,0.4,0.0
48350,10.6,430,67,15.6,67,0,0,0,0,0,0,0,0.0,0.0
48353,8.1,427,41,9.6,41,0,0,0,0,0,0,0,0.0,0.0
48356,19.4,509,55,10.8,55,0,0,0,0,0,0,0,0.0,0.0
48357,7.9,535,55,10.3,54,1,0,0,0,0,1,0,1.8,0.0
48359,6.4,730,99,13.6,99,0,0,0,0,0,0,0,0.0,0.0
48360,3.6,878,82,9.3,81,1,0,0,0,0,1,0,1.2,0.0
48362,24.4,"1,096",118,10.8,117,1,0,0,0,0,1,0,0.8,0.0
48363,13.0,259,36,13.9,36,0,0,0,0,0,0,0,0.0,0.0
48367,19.1,282,30,10.6,30,0,0,0,0,0,0,0,0.0,0.0
48370,18.4,68,6,8.8,6,0,0,0,0,0,0,0,0.0,0.0
48371,15.5,"1,883",196,10.4,193,2,0,0,1,0,3,1,1.5,0.5
48374,1.3,966,172,17.8,170,2,0,0,0,0,2,0,1.2,0.0
48375,1.0,"1,507",309,20.5,307,2,0,0,0,0,2,0,0.6,0.0
48377,5.7,"1,257",262,20.8,258,3,0,1,0,0,4,1,1.5,0.4
48380,7.4,484,44,9.1,44,0,0,0,0,0,0,0,0.0,0.0
48381,13.6,816,106,13.0,105,1,0,0,0,0,1,0,0.9,0.0
48382,12.4,"1,599",193,12.1,190,2,0,0,1,0,3,1,1.6,0.5
48383,8.8,939,128,13.6,127,1,0,0,0,0,1,0,0.8,0.0
48386,14.1,"1,069",132,12.3,131,1,0,0,0,0,1,0,0.8,0.0
48390,9.9,"1,512",285,18.8,279,5,0,1,0,0,6,1,2.1,0.4
48393,2.4,"1,346",319,23.7,315,4,0,0,0,0,4,0,1.3,0.0
48401,34.3,92,21,22.8,19,2,0,0,0,0,2,0,9.5,0.0
48412,27.7,346,73,21.1,69,3,1,0,0,0,4,0,5.5,0.0
48413,35.9,520,111,21.3,105,6,0,0,0,0,6,0,5.4,0.0
48414,40.4,153,32,20.9,32,0,0,0,0,0,0,0,0.0,0.0
48415,17.4,612,156,25.5,154,2,0,0,0,0,2,0,1.3,0.0
48416,37.6,383,67,17.5,64,3,0,0,0,0,3,0,4.5,0.0
48417,20.6,193,50,25.9,49,1,0,0,0,0,1,0,2.0,0.0
48418,27.6,307,37,12.1,36,1,0,0,0,0,1,0,2.7,0.0
48419,35.4,190,33,17.4,31,2,0,0,0,0,2,0,6.1,0.0
48420,19.3,"1,488",273,18.3,270,3,0,0,0,0,3,0,1.1,0.0
48421,20.4,394,77,19.5,72,5,0,0,0,0,5,0,6.5,0.0
48422,33.1,465,90,19.4,86,3,0,1,0,0,4,1,4.4,1.1
48423,10.5,"2,349",395,16.8,388,6,1,0,0,0,7,0,1.8,0.0
48426,39.6,83,14,16.9,13,1,0,0,0,0,1,0,7.1,0.0
48427,38.6,203,34,16.7,34,0,0,0,0,0,0,0,0.0,0.0
48428,19.7,277,30,10.8,29,1,0,0,0,0,1,0,3.3,0.0
48429,29.7,581,128,22.0,126,2,0,0,0,0,2,0,1.6,0.0
48430,17.2,"2,532",395,15.6,389,5,1,0,0,0,6,0,1.5,0.0
48432,45.3,33,11,33.3,9,2,0,0,0,0,2,0,18.2,0.0
48433,14.4,"1,657",343,20.7,333,10,0,0,0,0,10,0,2.9,0.0
48434,44.6,4,0,0.0,0,0,0,0,0,0,0,0,---,---
48435,24.8,159,24,15.1,24,0,0,0,0,0,0,0,0.0,0.0
48436,19.9,233,46,19.7,43,2,0,0,1,0,3,1,6.5,2.2
48437,36.4,31,3,9.7,3,0,0,0,0,0,0,0,0.0,0.0
48438,16.7,401,64,16.0,64,0,0,0,0,0,0,0,0.0,0.0
48439,6.7,"3,877",581,15.0,574,6,1,0,0,0,7,0,1.2,0.0
48440,100.0,15,1,6.7,1,0,0,0,0,0,0,0,0.0,0.0
48441,42.0,252,39,15.5,36,3,0,0,0,0,3,0,7.7,0.0
48442,18.5,"1,529",234,15.3,232,1,0,1,0,0,2,1,0.9,0.4
48444,29.0,731,170,23.3,159,11,0,0,0,0,11,0,6.5,0.0
48445,34.3,90,20,22.2,19,1,0,0,0,0,1,0,5.0,0.0
48446,20.0,"1,938",426,22.0,414,12,0,0,0,0,12,0,2.8,0.0
48449,17.1,206,49,23.8,48,1,0,0,0,0,1,0,2.0,0.0
48450,28.9,229,45,19.7,44,1,0,0,0,0,1,0,2.2,0.0
48451,16.3,"1,105",153,13.8,151,2,0,0,0,0,2,0,1.3,0.0
48453,37.6,393,71,18.1,70,1,0,0,0,0,1,0,1.4,0.0
48454,34.5,88,16,18.2,15,1,0,0,0,0,1,0,6.3,0.0
48455,16.9,443,48,10.8,46,2,0,0,0,0,2,0,4.2,0.0
48456,51.6,65,12,18.5,12,0,0,0,0,0,0,0,0.0,0.0
48457,21.7,551,142,25.8,139,1,2,0,0,0,3,0,2.1,0.0
48458,18.5,"1,640",418,25.5,410,8,0,0,0,0,8,0,1.9,0.0
48460,34.9,146,39,26.7,38,1,0,0,0,0,1,0,2.6,0.0
48461,21.5,635,101,15.9,98,3,0,0,0,0,3,0,3.0,0.0
48462,14.2,765,109,14.2,108,1,0,0,0,0,1,0,0.9,0.0
48463,21.5,250,50,20.0,49,1,0,0,0,0,1,0,2.0,0.0
48464,27.8,124,25,20.2,24,1,0,0,0,0,1,0,4.0,0.0
48465,33.9,41,4,9.8,4,0,0,0,0,0,0,0,0.0,0.0
48466,41.0,103,23,22.3,23,0,0,0,0,0,0,0,0.0,0.0
48467,22.4,95,11,11.6,10,1,0,0,0,0,1,0,9.1,0.0
48468,31.1,58,16,27.6,16,0,0,0,0,0,0,0,0.0,0.0
48469,24.8,65,18,27.7,17,1,0,0,0,0,1,0,5.6,0.0
48470,44.7,53,5,9.4,4,1,0,0,0,0,1,0,20.0,0.0
48471,29.7,389,72,18.5,71,1,0,0,0,0,1,0,1.4,0.0
48472,49.5,156,24,15.4,24,0,0,0,0,0,0,0,0.0,0.0
48473,14.1,"1,482",302,20.4,300,2,0,0,0,0,2,0,0.7,0.0
48475,39.9,185,28,15.1,26,2,0,0,0,0,2,0,7.1,0.0
48476,59.8,35,6,17.1,5,1,0,0,0,0,1,0,16.7,0.0
48502,69.8,25,11,44.0,10,0,0,1,0,0,1,1,9.1,9.1
48503,49.1,"2,111",494,23.4,474,16,2,1,1,0,20,2,4.0,0.4
48504,31.2,"2,733",711,26.0,685,21,3,1,1,0,26,2,3.7,0.3
48505,38.2,"2,419",573,23.7,557,14,0,1,1,0,16,2,2.8,0.3
48506,31.2,"2,604",570,21.9,555,13,1,0,1,0,15,1,2.6,0.2
48507,20.9,"2,913",760,26.1,742,15,1,1,1,0,18,2,2.4,0.3
48509,20.0,551,102,18.5,101,1,0,0,0,0,1,0,1.0,0.0
48519,14.9,490,132,26.9,131,1,0,0,0,0,1,0,0.8,0.0
48529,30.0,908,272,30.0,269,2,1,0,0,0,3,0,1.1,0.0
48532,14.5,"1,322",347,26.2,340,7,0,0,0,0,7,0,2.0,0.0
48601,36.4,"3,543",1208,34.1,"1,161",42,2,3,0,0,47,3,3.9,0.2
48602,59.9,"2,819",761,27.0,717,32,4,7,1,0,44,8,5.8,1.1
48603,7.6,"1,627",398,24.5,386,12,0,0,0,0,12,0,3.0,0.0
48604,26.7,675,182,27.0,180,2,0,0,0,0,2,0,1.1,0.0
48607,74.4,85,33,38.8,27,4,0,2,0,0,6,2,18.2,6.1
48609,12.9,634,115,18.1,114,1,0,0,0,0,1,0,0.9,0.0
48610,7.9,138,23,16.7,22,1,0,0,0,0,1,0,4.3,0.0
48611,21.9,460,52,11.3,51,1,0,0,0,0,1,0,1.9,0.0
48612,11.6,528,95,18.0,93,2,0,0,0,0,2,0,2.1,0.0
48613,24.9,93,15,16.1,15,0,0,0,0,0,0,0,0.0,0.0
48614,25.3,113,14,12.4,14,0,0,0,0,0,0,0,0.0,0.0
48615,40.3,236,36,15.3,36,0,0,0,0,0,0,0,0.0,0.0
48616,31.2,521,120,23.0,116,4,0,0,0,0,4,0,3.3,0.0
48617,23.9,778,129,16.6,127,2,0,0,0,0,2,0,1.6,0.0
48618,29.3,358,36,10.1,36,0,0,0,0,0,0,0,0.0,0.0
48619,37.2,17,3,17.6,3,0,0,0,0,0,0,0,0.0,0.0
48620,10.4,*,0,---,0,0,0,0,0,0,0,0,---,---
48621,15.6,78,5,6.4,5,0,0,0,0,0,0,0,0.0,0.0
48622,13.1,437,66,15.1,66,0,0,0,0,0,0,0,0.0,0.0
48623,18.6,935,160,17.1,157,2,1,0,0,0,3,0,1.9,0.0
48624,15.8,959,145,15.1,142,3,0,0,0,0,3,0,2.1,0.0
48625,10.2,809,178,22.0,178,0,0,0,0,0,0,0,0.0,0.0
48626,22.7,333,53,15.9,52,1,0,0,0,0,1,0,1.9,0.0
48627,26.8,6,1,16.7,1,0,0,0,0,0,0,0,0.0,0.0
48628,14.3,106,6,5.7,6,0,0,0,0,0,0,0,0.0,0.0
48629,15.7,380,54,14.2,54,0,0,0,0,0,0,0,0.0,0.0
48630,49.4,2,0,0.0,0,0,0,0,0,0,0,0,---,---
48631,27.2,284,53,18.7,53,0,0,0,0,0,0,0,0.0,0.0
48632,13.8,301,59,19.6,58,1,0,0,0,0,1,0,1.7,0.0
48633,22.7,4,0,0.0,0,0,0,0,0,0,0,0,---,---
48634,25.2,256,43,16.8,43,0,0,0,0,0,0,0,0.0,0.0
48635,23.4,70,5,7.1,5,0,0,0,0,0,0,0,0.0,0.0
48636,19.1,42,4,9.5,4,0,0,0,0,0,0,0,0.0,0.0
48637,35.3,213,40,18.8,39,1,0,0,0,0,1,0,2.5,0.0
48638,*,805,201,25.0,197,4,0,0,0,0,4,0,2.0,0.0
48640,21.4,"2,199",217,9.9,212,5,0,0,0,0,5,0,2.3,0.0
48642,11.3,"2,359",186,7.9,184,2,0,0,0,0,2,0,1.1,0.0
48647,23.2,335,29,8.7,28,1,0,0,0,0,1,0,3.4,0.0
48649,35.6,81,24,29.6,24,0,0,0,0,0,0,0,0.0,0.0
48650,21.6,475,71,14.9,70,1,0,0,0,0,1,0,1.4,0.0
48651,13.8,220,61,27.7,61,0,0,0,0,0,0,0,0.0,0.0
48652,13.6,86,12,14.0,12,0,0,0,0,0,0,0,0.0,0.0
48653,18.1,520,75,14.4,70,5,0,0,0,0,5,0,6.7,0.0
48654,15.2,127,11,8.7,10,1,0,0,0,0,1,0,9.1,0.0
48655,29.5,419,90,21.5,89,1,0,0,0,0,1,0,1.1,0.0
48656,10.8,170,39,22.9,38,1,0,0,0,0,1,0,2.6,0.0
48657,10.5,449,36,8.0,36,0,0,0,0,0,0,0,0.0,0.0
48658,24.3,350,63,18.0,63,0,0,0,0,0,0,0,0.0,0.0
48659,24.7,197,39,19.8,39,0,0,0,0,0,0,0,0.0,0.0
48661,19.7,659,48,7.3,48,0,0,0,0,0,0,0,0.0,0.0
48662,44.8,103,11,10.7,11,0,0,0,0,0,0,0,0.0,0.0
48701,47.5,131,31,23.7,30,1,0,0,0,0,1,0,3.2,0.0
48703,21.1,151,22,14.6,22,0,0,0,0,0,0,0,0.0,0.0
48705,19.5,12,1,8.3,1,0,0,0,0,0,0,0,0.0,0.0
48706,33.5,"2,707",536,19.8,515,19,0,2,0,0,21,2,3.9,0.4
