48001,25.7,660,167,25.3,9,0,0,0,9,0,5.4,0.0
48002,25.8,219,17,7.8,0,0,0,0,0,0,0.0,0.0
48003,24.1,388,42,10.8,0,0,0,0,0,0,0.0,0.0
48005,32.5,294,31,10.5,0,0,0,0,0,0,0.0,0.0
48006,28.1,295,37,12.5,1,0,0,0,1,0,2.7,0.0
48009,39.8,"1,586",240,15.1,3,0,0,0,3,0,1.3,0.0
48014,36.9,321,85,26.5,1,0,0,0,1,0,1.2,0.0
48015,33.4,516,120,23.3,1,0,0,0,1,0,0.8,0.0
48017,20.9,761,124,16.3,1,0,0,0,1,0,0.8,0.0
48021,31.4,"2,569",601,23.4,9,3,1,2,15,4,2.5,0.7
48022,21.7,174,27,15.5,0,0,0,0,0,0,0.0,0.0
48023,16.7,330,42,12.7,1,0,0,0,1,0,2.4,0.0
48025,14.5,907,98,10.8,3,0,0,0,3,0,3.1,0.0
48026,7.3,811,168,20.7,1,0,0,0,1,0,0.6,0.0
48027,29.1,213,34,16.0,0,0,0,0,0,0,0.0,0.0
48028,32.0,26,2,7.7,0,0,0,0,0,0,0.0,0.0
48030,36.7,"1,280",269,21.0,10,3,0,0,13,3,4.8,1.1
48032,19.7,156,31,19.9,0,1,0,0,1,1,3.2,3.2
48033,*,821,229,27.9,4,0,0,0,4,0,1.7,0.0
48034,7.1,809,341,42.2,4,1,0,0,5,1,1.5,0.3
48035,5.5,"2,662",520,19.5,5,0,0,1,6,0,1.2,0.0
48036,4.7,"1,465",269,18.4,4,0,0,0,4,0,1.5,0.0
48038,0.9,"2,497",433,17.3,7,0,0,0,7,0,1.6,0.0
48039,41.7,464,117,25.2,0,0,0,0,0,0,0.0,0.0
48040,11.3,675,96,14.2,3,0,0,0,3,0,3.1,0.0
48041,28.0,270,36,13.3,1,0,0,0,1,0,2.8,0.0
48042,6.2,"2,366",233,9.8,2,0,0,0,2,0,0.9,0.0
48043,40.4,"1,180",204,17.3,9,0,1,0,10,1,4.9,0.5
48044,1.6,"4,252",483,11.4,6,0,1,0,7,1,1.4,0.2
48045,11.5,"1,392",192,13.8,2,1,0,0,3,1,1.6,0.5
48047,7.8,"3,062",339,11.1,7,0,0,0,7,0,2.1,0.0
48048,15.6,767,117,15.3,1,0,0,0,1,0,0.9,0.0
48049,14.2,335,52,15.5,2,0,0,0,2,0,3.8,0.0
48050,33.0,80,12,15.0,1,0,0,0,1,0,8.3,0.0
48051,5.1,"1,208",199,16.5,3,0,0,0,3,0,1.5,0.0
48054,24.9,369,58,15.7,0,0,0,0,0,0,0.0,0.0
48059,19.4,976,170,17.4,3,1,0,0,4,1,2.4,0.6
48060,44.7,"3,627",1092,30.1,54,2,0,2,58,2,5.3,0.2
48062,28.7,654,85,13.0,5,0,0,0,5,0,5.9,0.0
48063,12.3,258,32,12.4,2,0,0,0,2,0,6.3,0.0
48064,25.1,256,51,19.9,1,0,0,1,2,0,3.9,0.0
48065,25.4,661,83,12.6,0,0,0,2,2,0,2.4,0.0
48066,16.0,"3,565",675,18.9,12,2,1,1,16,3,2.4,0.4
48067,53.6,"1,647",239,14.5,2,0,0,0,2,0,0.8,0.0
48069,79.6,179,19,10.6,1,0,0,0,1,0,5.3,0.0
48070,55.2,512,46,9.0,0,0,0,0,0,0,0.0,0.0
48071,11.6,"2,166",497,22.9,14,0,0,0,14,0,2.8,0.0
48072,55.2,"1,147",172,15.0,3,0,0,0,3,0,1.7,0.0
48073,24.7,"2,178",318,14.6,5,1,0,1,7,1,2.2,0.3
48074,23.4,688,154,22.4,2,1,0,2,5,1,3.2,0.7
48075,12.8,"1,302",454,34.9,10,0,1,0,11,1,2.4,0.2
48076,9.4,"1,390",416,29.9,6,1,0,0,7,1,1.7,0.2
48079,26.0,756,89,11.8,2,0,0,0,2,0,2.2,0.0
48080,19.2,"1,365",220,16.1,3,0,0,0,3,0,1.4,0.0
48081,15.0,"1,123",142,12.6,0,0,0,0,0,0,0.0,0.0
48082,10.2,"1,038",126,12.1,1,0,0,0,1,0,0.8,0.0
48083,7.5,"1,706",221,13.0,5,0,0,0,5,0,2.3,0.0
48084,3.0,"1,055",135,12.8,3,0,0,0,3,0,2.2,0.0
48085,*,"1,489",152,10.2,3,1,0,0,4,1,2.6,0.7
48088,*,"1,359",253,18.6,5,0,0,0,5,0,2.0,0.0
48089,23.9,"2,861",695,24.3,19,1,0,0,20,1,2.9,0.1
48091,19.1,"2,642",669,25.3,17,2,0,0,19,2,2.8,0.3
48092,8.7,"1,645",328,19.9,6,1,0,0,7,1,2.1,0.3
48093,3.4,"1,363",293,21.5,8,0,0,0,8,0,2.7,0.0
48094,5.6,"1,386",164,11.8,4,0,0,0,4,0,2.4,0.0
48095,8.9,263,24,9.1,0,0,0,0,0,0,0.0,0.0
48096,19.6,193,15,7.8,1,0,0,0,1,0,6.7,0.0
48097,41.2,385,92,23.9,4,1,0,0,5,1,5.4,1.1
48098,4.4,919,126,13.7,3,0,0,0,3,0,2.4,0.0
48101,25.6,"1,725",310,18.0,9,0,0,0,9,0,2.9,0.0
48103,21.9,"3,584",325,9.1,9,1,0,0,10,1,3.1,0.3
48104,36.7,"1,281",126,9.8,5,0,0,0,5,0,4.0,0.0
48105,7.3,"2,014",146,7.2,1,0,0,0,1,0,0.7,0.0
48108,5.0,"2,009",268,13.3,9,0,1,0,10,1,3.7,0.4
48111,11.1,"3,276",650,19.8,10,0,0,0,10,0,1.5,0.0
48114,5.0,"1,142",107,9.4,4,0,0,0,4,0,3.7,0.0
48116,11.8,"1,640",111,6.8,2,1,0,0,3,1,2.7,0.9
48117,21.4,610,103,16.9,1,0,0,1,2,0,1.9,0.0
48118,27.7,729,40,5.5,1,0,0,0,1,0,2.5,0.0
48120,34.3,986,346,35.1,5,1,0,0,6,1,1.7,0.3
48122,39.7,875,307,35.1,8,0,0,0,8,0,2.6,0.0
48124,46.1,"2,197",332,15.1,2,0,0,1,3,0,0.9,0.0
48125,26.7,"1,596",387,24.2,7,0,0,0,7,0,1.8,0.0
48126,54.1,"5,545",1793,32.3,52,6,0,1,59,6,3.3,0.3
48127,12.1,"2,999",895,29.8,16,0,0,1,17,0,1.9,0.0
48128,53.0,822,146,17.8,2,0,0,0,2,0,1.4,0.0
48130,20.9,"1,138",40,3.5,2,0,0,0,2,0,5.0,0.0
48131,35.7,524,72,13.7,2,0,0,0,2,0,2.8,0.0
48133,26.5,372,81,21.8,2,0,0,0,2,0,2.5,0.0
48134,13.1,"1,773",309,17.4,3,0,0,1,4,0,1.3,0.0
48135,17.6,"1,813",355,19.6,5,0,0,0,5,0,1.4,0.0
48137,24.9,299,24,8.0,0,0,0,0,0,0,0.0,0.0
48138,19.1,421,42,10.0,0,0,0,0,0,0,0.0,0.0
48139,31.0,7,0,0.0,0,0,0,0,0,0,---,---
48140,36.2,174,24,13.8,0,0,0,0,0,0,0.0,0.0
48141,19.0,"2,226",878,39.4,24,1,0,2,27,1,3.1,0.1
48143,21.7,3,0,0.0,0,0,0,0,0,0,---,---
48144,12.4,562,94,16.7,1,0,0,0,1,0,1.1,0.0
48145,33.6,209,40,19.1,0,0,0,0,0,0,0.0,0.0
48146,35.2,"3,089",775,25.1,15,0,0,2,17,0,2.2,0.0
48150,13.8,"1,770",275,15.5,1,0,0,0,1,0,0.4,0.0
48152,9.3,"1,686",290,17.2,7,0,0,0,7,0,2.4,0.0
48154,7.0,"1,865",317,17.0,1,0,0,0,1,0,0.3,0.0
48157,45.8,109,20,18.3,2,0,0,0,2,0,10.0,0.0
48158,36.1,401,25,6.2,0,0,0,0,0,0,0.0,0.0
48159,48.2,189,29,15.3,0,0,0,0,0,0,0.0,0.0
48160,32.2,911,111,12.2,0,0,0,0,0,0,0.0,0.0
48161,38.7,"2,040",457,22.4,16,0,0,0,16,0,3.5,0.0
48162,28.5,"2,211",453,20.5,10,1,0,0,11,1,2.4,0.2
48164,26.3,545,72,13.2,1,0,0,0,1,0,1.4,0.0
48165,6.1,520,62,11.9,0,0,0,0,0,0,0.0,0.0
48166,21.0,968,179,18.5,2,0,0,0,2,0,1.1,0.0
48167,8.9,"1,240",168,13.5,3,0,0,1,4,0,2.4,0.0
48168,*,"1,566",144,9.2,1,1,0,0,2,1,1.4,0.7
48169,15.4,"1,258",103,8.2,2,0,0,0,2,0,1.9,0.0
48170,15.7,"2,512",219,8.7,6,1,0,0,7,1,3.2,0.5
48173,18.2,913,119,13.0,3,0,0,1,4,0,3.4,0.0
48174,15.8,"2,538",643,25.3,15,2,0,0,17,2,2.6,0.3
48175,*,*,2,---,0,0,0,0,0,0,0.0,0.0
48176,12.2,"1,298",101,7.8,1,0,0,0,1,0,1.0,0.0
48178,7.9,"2,225",186,8.4,2,0,0,0,2,0,1.1,0.0
48179,32.7,191,29,15.2,0,0,0,0,0,0,0.0,0.0
48180,13.8,"5,287",1522,28.8,24,3,2,1,30,5,2.0,0.3
48182,17.3,"1,358",174,12.8,2,0,0,0,2,0,1.1,0.0
48183,9.3,"2,717",436,16.0,3,0,0,0,3,0,0.7,0.0
48184,30.4,"1,249",309,24.7,4,1,0,1,6,1,1.9,0.3
48185,4.7,"3,395",854,25.2,10,0,1,1,12,1,1.4,0.1
48186,17.9,"2,943",618,21.0,19,1,0,1,21,1,3.4,0.2
48187,2.0,"3,703",529,14.3,5,0,0,0,5,0,0.9,0.0
48188,2.6,"3,692",473,12.8,10,0,0,0,10,0,2.1,0.0
48189,15.7,966,92,9.5,1,0,0,0,1,0,1.1,0.0
48190,70.3,5,10,200.0,0,0,0,0,0,0,0.0,0.0
48191,30.7,290,33,11.4,1,0,0,0,1,0,3.0,0.0
48192,37.1,"1,683",256,15.2,6,0,0,0,6,0,2.3,0.0
48193,*,943,181,19.2,6,0,0,0,6,0,3.3,0.0
48195,14.7,"1,789",322,18.0,4,0,0,1,5,0,1.6,0.0
48197,17.0,"5,049",762,15.1,19,0,0,0,19,0,2.5,0.0
48198,14.0,"3,614",700,19.4,18,1,0,0,19,1,2.7,0.1
48201,51.0,666,424,63.7,15,7,0,1,23,7,5.4,1.7
48202,68.5,955,426,44.6,40,7,1,0,48,8,11.3,1.9
48203,61.4,"2,195",859,39.1,82,17,3,4,106,20,12.3,2.3
48204,67.2,"2,271",1042,45.9,110,22,11,8,151,33,14.5,3.2
48205,48.2,"4,233",1799,42.5,119,20,7,2,148,27,8.2,1.5
48206,78.1,"1,665",790,47.4,104,27,11,6,148,38,18.7,4.8
48207,34.7,"1,326",624,47.1,52,17,7,3,79,24,12.7,3.9
48208,64.7,854,337,39.5,28,6,1,0,35,7,10.4,2.1
48209,76.0,"4,220",2014,47.7,131,30,7,2,170,37,8.4,1.8
48210,68.1,"3,933",1887,48.0,152,23,5,5,185,28,9.8,1.5
48211,72.1,694,289,41.6,39,8,3,1,51,11,17.6,3.8
48212,70.6,"4,007",1705,42.6,174,16,6,13,209,22,12.3,1.3
48213,62.5,"2,368",1079,45.6,132,18,1,2,153,19,14.2,1.8
48214,71.0,"1,516",753,49.7,102,29,5,8,144,34,19.1,4.6
48215,55.5,"1,083",492,45.4,50,15,1,1,67,16,13.6,3.3
48216,71.5,506,151,29.8,17,2,0,1,20,2,13.2,1.3
48217,56.1,643,265,41.2,17,1,0,0,18,1,6.8,0.4
48218,62.1,752,292,38.8,9,0,0,0,9,0,3.1,0.0
48219,34.4,"3,543",1681,47.4,53,10,2,5,70,12,4.2,0.7
48220,59.7,"1,469",310,21.1,5,2,0,0,7,2,2.3,0.6
48221,63.5,"2,476",1068,43.1,44,5,0,3,52,5,4.9,0.5
48223,39.5,"2,141",902,42.1,30,2,4,1,37,6,4.1,0.7
48224,57.9,"4,024",1743,43.3,109,27,7,0,143,34,8.2,2.0
48225,29.5,"1,086",331,30.5,7,4,0,0,11,4,3.3,1.2
48226,49.4,113,50,44.2,1,0,0,0,1,0,2.0,0.0
48227,53.5,"3,524",1675,47.5,103,13,1,4,121,14,7.2,0.8
48228,39.5,"5,037",2179,43.3,75,3,4,1,83,7,3.8,0.3
48229,47.3,831,293,35.3,8,0,0,1,9,0,3.1,0.0
48230,71.4,977,178,18.2,11,0,0,1,12,0,6.7,0.0
48234,47.2,"3,005",1346,44.8,58,9,2,1,70,11,5.2,0.8
48235,44.9,"3,103",1517,48.9,37,13,0,1,51,13,3.4,0.9
48236,43.3,"1,836",235,12.8,2,0,0,0,2,0,0.9,0.0
48237,16.0,"2,214",735,33.2,9,1,0,1,11,1,1.5,0.1
48238,71.7,"2,584",1200,46.4,121,22,2,10,155,24,12.9,2.0
48239,23.1,"2,707",736,27.2,10,0,0,0,10,0,1.4,0.0
48240,29.4,"1,345",373,27.7,8,1,0,1,10,1,2.7,0.3
48301,7.3,773,104,13.5,2,0,0,0,2,0,1.9,0.0
48302,5.5,703,74,10.5,0,0,0,0,0,0,0.0,0.0
48304,6.0,714,77,10.8,1,0,0,0,1,0,1.3,0.0
48306,3.9,"1,671",78,4.7,1,0,0,0,1,0,1.3,0.0
48307,10.9,"3,184",299,9.4,3,2,0,0,5,2,1.7,0.7
48309,5.4,"1,728",127,7.3,0,0,0,0,0,0,0.0,0.0
48310,2.1,"3,062",596,19.5,12,0,0,2,14,0,2.3,0.0
48312,1.9,"2,125",394,18.5,10,2,0,1,13,2,3.3,0.5
48313,1.8,"2,168",364,16.8,4,0,0,0,4,0,1.1,0.0
48314,4.2,"1,250",182,14.6,3,0,0,0,3,0,1.6,0.0
48315,1.8,"1,400",167,11.9,3,0,0,0,3,0,1.8,0.0
48316,2.7,"1,578",169,10.7,0,0,0,0,0,0,0.0,0.0
48317,8.4,"2,167",347,16.0,4,0,0,0,4,0,1.2,0.0
48320,41.4,382,42,11.0,0,0,0,1,1,0,2.4,0.0
48322,0.9,"1,837",225,12.2,0,0,0,0,0,0,0.0,0.0
48323,6.6,932,136,14.6,1,0,0,0,1,0,0.7,0.0
48324,12.6,"1,121",128,11.4,2,1,0,0,3,1,2.3,0.8
48326,10.6,"1,623",232,14.3,3,1,0,0,4,1,1.7,0.4
